date,Sales,Gallons
2009-09-28,2915.45,210
2009-10-05,4174.77,161
2009-10-12,3953.82,131
2009-10-19,6790.61,331
2009-10-26,4496.85,184
2009-11-02,6589.63,294
2009-11-09,6833.16,276
2009-11-16,6874.47,299
2009-11-23,7190.36,319
2009-11-30,1376.63,38
2009-11-30,2174.6,53
2009-12-07,5472.47,187
2009-12-14,4231.15,160
2009-12-21,2180.44,85
2009-12-28,3494.08,122
2010-01-11,3646.3,135
2010-01-18,5647.54,195
2010-01-25,6589.93,324
2010-02-01,5214.27,211
2010-02-08,5734.27,192
2010-02-15,3995.76,135
2010-02-22,4786.88,135
2010-03-01,7495.4,526
2010-03-08,4953.88,152
2010-03-15,6771.4,236
2010-03-22,5382.06,242
2010-03-29,5231.44,231
2010-04-05,3862.7,116
2010-04-05,3565.83,236
2010-04-12,7244.18,236
2010-04-19,6089.18,190
2010-04-26,5788.55,198
2010-05-03,5963.71,212
2010-05-10,6337.64,205
2010-05-17,7625.19,356
2010-05-24,7414.19,279
2010-05-31,8224.01,345
2010-06-07,10713.61,392
2010-06-14,11604.51,470
2010-06-21,9063.75,350
2010-06-28,7497.71,324
2010-07-05,2768.88,82
2010-07-05,3431.79,93
2010-07-12,6649.25,222
2010-07-19,9411.93,468
2010-07-26,9185.8,453
2010-08-02,7307.63,318
2010-08-09,8784.47,262
2010-08-16,7955.01,260
2010-08-23,6639.85,313
2010-08-30,8113.14,431
2010-09-06,3276.9,129
2010-09-06,3529.74,92
2010-09-13,4296.96,131
2010-09-20,5188.33,181
2010-09-27,6481.81,192
2010-10-04,6357.32,268
2010-10-04,698.78,21
2010-10-11,6792.02,253
2010-10-18,4715.98,194
2010-10-25,7305.45,269
2010-11-01,9154.05,361
2010-11-08,5336.44,230
2010-11-15,6384.98,333
2010-11-22,6346.75,201
2010-11-29,4932.91,208
2010-12-06,2253.51,98
2010-12-06,3389.85,106
2010-12-13,4691.69,116
2010-12-20,5512.9,153
2010-12-27,3688.36,129
2011-01-03,2778.61,151
2011-01-10,5704.92,183
2011-01-17,4039.83,125
2011-01-24,4200.09,200
2011-01-31,6010.56,227
2011-02-07,1488.75,39
2011-02-07,1572.98,49
2011-02-14,2909.08,99
2011-02-21,5405.74,183
2011-02-28,5625.74,242
2011-03-07,1149.16,40
2011-03-07,3077.26,121
2011-03-14,9822.98,284
2011-03-21,6835.78,216
2011-03-28,9291.04,308
2011-04-04,8638.27,379
2011-04-04,2656.01,118
2011-04-11,4371.68,135
2011-04-18,6826.79,198
2011-04-25,4776.44,129
2011-05-02,5553.99,190
2011-05-09,7772.95,187
2011-05-16,6946.12,231
2011-05-23,12297.67,284
2011-05-30,8228.67,249
2011-06-06,1787.57,61
2011-06-06,3655.98,87
2011-06-13,5784.81,195
2011-06-20,7860.29,308
2011-06-27,6615.78,159
2011-07-04,8304.83,219
2011-07-04,1327.72,39
2011-07-11,7846.06,295
2011-07-18,7662.47,259
2011-07-25,7317.08,249
2011-08-01,6230.62,196
2011-08-08,8134.18,281
2011-08-15,8322.5,213
2011-08-22,9510.35,404
2011-08-29,5337.08,149
2011-09-05,1860.85,56
2011-09-05,2682.25,72
2011-09-12,2550.28,72
2011-09-19,6212.38,240
2011-09-26,5114.4,131
2011-10-03,6489.11,305
2011-10-10,11843.28,522
2011-10-17,6536.97,179
2011-10-24,5280.71,194
2011-10-31,6937.2,270
2011-11-07,2095.93,122
2011-11-07,4206.58,138
2011-11-14,5664.1,174
2011-11-21,7216.41,185
2011-11-28,4134.35,119
2011-12-05,4089.06,175
2011-12-05,1260.28,45
2011-12-12,4098.91,114
2011-12-19,3699.06,119
2011-12-26,2433.99,54
2012-01-02,3961.41,100
2012-01-02,4461.91,88
2012-01-09,3900.35,72
2012-01-16,3685.75,90
2012-01-23,3423.01,66
2012-01-30,1111.02,30
2012-01-30,1546.15,30
2012-02-06,3664.26,77
2012-02-13,5592.77,200
2012-02-20,5375.23,156
2012-02-27,4677.74,106
2012-02-27,3297.9,73
2012-03-05,5646.5,223
2012-03-12,4006.98,104
2012-03-19,3342.26,79
2012-03-26,4707.07,161
2012-04-02,5333.45,140
2012-04-09,9003.13,233
2012-04-16,12175.58,454
2012-04-23,7166.09,145
2012-04-30,1097.47,18
2012-04-30,3322.38,92
2012-05-07,6776.9,296
2012-05-14,8505.1,297
2012-05-21,9289.84,405
2012-05-28,4470.26,141
2012-05-28,685.75,5
2012-06-04,9325.53,316
2012-06-11,9584.99,304
2012-06-18,9908.68,375
2012-06-25,9343.21,222
2012-07-02,3862.2,56
2012-07-09,8422.28,249
2012-07-16,10786.8,281
2012-07-23,6043.37,119
2012-07-30,4388.47,169
2012-07-30,7490.29,168
2012-08-06,14549.56,464
2012-08-13,10381.33,310
2012-08-20,4967.27,180
2012-08-27,12182.16,486
2012-09-03,4761.07,160
2012-09-10,6343.48,171
2012-09-17,3733.61,103
2012-09-24,5866.54,166
2012-10-01,4903.08,188
2012-10-08,5563.85,120
2012-10-15,5591.77,151
2012-10-22,9438.17,226
2012-10-29,2754.81,53
2012-10-29,2234.44,60
2012-11-05,9810.62,280
2012-11-12,5390.37,147
2012-11-19,2600.91,114
2012-11-26,5182.54,166
2012-12-03,4688.86,108
2012-12-10,6600.33,224
2012-12-17,6503.85,169
2012-12-24,2262.07,60
2012-12-31,142.66,3
2012-12-31,1558.03,29
2013-01-07,3471.13,68
2013-01-14,4119.74,119
2013-01-21,5861.67,92
2013-01-28,3596.57,67
2013-01-28,1082.57,27
2013-02-04,5455.77,207
2013-02-11,4391.75,92
2013-02-18,4921.88,105
2013-02-25,4009.44,140
2013-02-25,668.53,8
2013-03-04,6124.1,194
2013-03-11,9917.56,242
2013-03-18,7691.39,171
2013-03-25,9401.36,229
2013-04-01,3867.09,118
2013-04-08,3460.18,72
2013-04-15,3868.24,65
2013-04-22,4793.52,202
2013-04-29,2599.28,84
2013-04-29,2565.11,65
2013-05-06,9154.5,141
2013-05-13,8119.11,191
2013-05-20,13357.31,324
2013-05-27,7175.16,183
2013-06-03,8979.49,245
2013-06-10,8368.28,197
2013-06-17,8219.33,192
2013-06-24,5692.38,114
2013-07-01,6706.35,151
2013-07-08,6105.75,120
2013-07-15,6289.84,122
2013-07-22,7836.37,175
2013-07-29,3831.16,137
2013-07-29,5428.72,138
2013-08-05,8668.56,181
2013-08-12,5056.37,97
2013-08-19,5635.84,195
2013-08-26,8852.28,336
2013-09-02,4864.19,135
2013-09-09,5481.4,142
2013-09-16,7293.66,207
2013-09-23,6961.74,185
2013-09-30,1855.29,30
2013-09-30,5217.09,158
2013-10-07,4699.7,71
2013-10-14,3936.09,67
2013-10-21,6242.56,162
2013-10-28,6971.02,187
2013-10-28,973.56,13
2013-11-04,8834.6,193
2013-11-11,8152.74,192
2013-11-18,4891.75,129
2013-11-25,3181.25,58
2013-12-02,6219.17,194
2013-12-09,4842.63,121
2013-12-16,4819.89,156
2013-12-23,2014.67,35
2013-12-30,2420.31,52
2013-12-30,2204.8,53
2014-01-06,4420.34,75
2014-01-13,8775.73,248
2014-01-20,5623.89,124
2014-01-27,6754.09,204
2014-02-03,4396.37,87
2014-02-10,5450.77,172
2014-02-17,4843.97,105
2014-02-24,3971.78,87
2014-03-03,8621.38,207
2014-03-10,9540.59,248
2014-03-17,10067.61,248
2014-03-24,7489.36,159
2014-03-31,2343.13,60
2014-03-31,5374.54,102
2014-04-07,9786.38,231
2014-04-14,8684.25,233
2014-04-21,9886.68,232
2014-04-28,5308.87,109
2014-04-28,7638.05,130
2014-05-05,10011.54,234
2014-05-12,5602.62,142
2014-05-19,9123.09,206
2014-05-26,5994.12,171
2014-06-02,12621.53,263
2014-06-09,7280.82,211
2014-06-16,8002.47,176
2014-06-23,11730.79,291
2014-06-30,2391.3,65
2014-06-30,6551.12,176
2014-07-07,12119.11,363
2014-07-14,7805.13,158
2014-07-21,6724.76,139
2014-07-28,5906.91,133
2014-07-28,1997.74,48
2014-08-04,10838.06,267
2014-08-11,6872.28,118
2014-08-18,7940.56,158
2014-08-25,11151.82,276
2014-09-01,5364.86,136
2014-09-08,6896.4,155
2014-09-15,10366.16,222
2014-09-22,9543.75,162
2014-09-29,2835.58,94
2014-09-29,2201.42,48
2014-10-06,5169.88,141
2014-10-13,6446.61,175
2014-10-20,5298.28,141
2014-10-27,9482.85,141
2014-10-27,,
2014-11-03,5526.1,148
2014-11-10,5389.39,116
2014-11-17,3676.08,82
2014-11-24,2516.84,136
2014-12-01,4372.08,135
2014-12-08,4632,129
2014-12-15,10414.29,324
2014-12-22,1636.54,36
2014-12-29,2655.09,69
2014-12-29,793.96,13
2015-01-05,5408.7,116
2015-01-12,5027.65,113
2015-01-19,3508.61,89
2015-01-26,8243.4,201
2015-02-02,8083.39,202
2015-02-09,8006.92,183
2015-02-16,6306.69,152
2015-02-23,3623.73,99
2015-03-02,5351.61,99
2015-03-09,6510.68,143
2015-03-16,6666.45,134
2015-03-23,14762.2,420
2015-03-30,9823.41,363
2015-03-30,6791.92,167
2015-04-06,3409.42,-77
2015-04-13,10992.4,265
2015-04-20,9825.28,217
2015-04-27,6844.77,169
2015-04-27,1447.73,24
2015-05-04,7846.48,200
2015-05-11,12379.38,270
2015-05-18,11666.72,306
2015-05-25,15986.65,432
2015-06-01,12120.79,283
2015-06-08,12441.6,252
2015-06-15,11265.35,267
2015-06-22,9194.43,221
2015-06-29,2807.61,55
2015-06-29,4973.11,83
2015-07-06,10506.94,269
2015-07-13,12047.33,266
2015-07-20,6725.65,293
2015-07-27,8569.79,166
2015-07-27,146.73,2
2015-08-03,7084.31,199
2015-08-10,10469.54,287
2015-08-17,6864.6,187
2015-08-24,7150.45,216
2015-08-31,1178.17,35
2015-08-31,7011.4,225
2015-09-07,9131.12,211
2015-09-14,8535.47,182
2015-09-21,10572.36,353
2015-09-28,4237.41,170
2015-09-28,3146.11,59
2015-10-05,13115.02,454
2015-10-12,9162.5,199
2015-10-19,7945.27,216
2015-10-26,6212.85,175
2015-11-02,8258.97,304
2015-11-09,8405.17,289
2015-11-16,6293.53,186
2015-11-23,6603.39,206
2015-11-30,306.21,4
2015-11-30,4962.98,122
2015-12-07,8017.45,194
2015-12-14,7714.19,240
2015-12-21,6180.57,158
2015-12-28,4526.18,163
2016-01-04,364.33,5
2016-01-11,9179.29,494
2016-01-18,9788.17,409
2016-01-25,7311.39,288
2016-02-01,10459.53,473
2016-02-08,9743.71,415
2016-02-15,10864.47,461
2016-02-22,11084.44,507
2016-02-29,12221.3,605
2016-03-07,1710.23,51
2016-03-07,10721.85,350
2016-03-14,6600.36,211
2016-03-21,7914.48,202
2016-03-28,8232.36,322
2016-04-04,4697.49,149
2016-04-04,2046.13,61
2016-04-11,9563.56,288
2016-04-18,8165.65,274
2016-04-25,8798.69,216
2016-05-02,8295.26,248
2016-05-09,7146.83,221
2016-05-16,9479.48,235
2016-05-23,9416.37,343
2016-05-30,7105.4,219
2016-06-06,1255.59,40
2016-06-06,5175.83,163
2016-06-13,10978.26,329
2016-06-20,6661.53,231
2016-06-27,8313.01,237
2016-07-04,8705.41,265
2016-07-04,2880.95,105
2016-07-11,6668.38,249
2016-07-18,7256.22,230
2016-07-25,9338.3,434
2016-08-01,6770.85,189
2016-08-08,7056.24,169
2016-08-15,9890.3,253
2016-08-22,7320.43,270
2016-08-29,9758.57,315
2016-09-05,4739.74,158
2016-09-05,4167.33,128
2016-09-12,6707.35,166
2016-09-19,12645.34,413
2016-09-26,9573.59,366
2016-10-03,8990.7,384
2016-10-03,212.01,7
2016-10-10,11962.15,358
2016-10-17,8857.51,249
2016-10-24,11082.25,337
2016-10-31,8141,329
2016-11-07,1343.54,47
2016-11-07,3885.92,101
2016-11-14,6838.16,227
2016-11-21,13116.58,304
2016-11-28,7980.43,219
2016-12-05,8196.9,231
2016-12-05,6022.86,194
2016-12-12,7774.04,228
2016-12-19,10098.42,310
2016-12-26,7309.82,221
2017-01-02,7344.79,254
2017-01-02,5173.94,165
2017-01-09,7384.41,194
2017-01-16,7432.51,175
2017-01-23,15660,440
2017-01-30,2462.11,74
2017-01-30,4810.79,144
2017-02-06,7793.35,194
2017-02-13,8040.3,266
2017-02-20,8787.65,255
2017-02-27,3137.1,84
2017-02-27,4559.61,139
2017-03-06,10117.67,276
2017-03-13,7953.09,205
2017-03-20,7513.64,232
2017-03-27,7651.11,184
2017-03-27,393.04,7
2017-04-03,6559.58,192
2017-04-10,6291.01,177
2017-04-17,8997.47,195
2017-04-24,5486.8,158
2017-05-01,9099.31,285
2017-05-08,9191.51,211
2017-05-15,9383.62,275
2017-05-22,12449.61,401
2017-05-29,3479.68,124
2017-05-29,5301.56,154
2017-06-05,10294.13,263
2017-06-12,7770.73,218
2017-06-19,10159.14,277
2017-06-26,11245.22,271
2017-06-26,878.25,23
2017-07-03,9700.01,288
2017-07-10,7275.57,260
2017-07-17,7452.07,202
2017-07-24,7187.88,234
2017-07-31,2762.71,76
2017-07-31,5940.48,171
2017-08-07,12309.72,496
2017-08-14,6870.76,208
2017-08-21,6060.62,156
2017-08-28,7405.92,174
2017-08-28,1578.46,37
2017-09-04,6847.63,230
2017-09-11,7092.46,240
2017-09-18,5863.57,168
2017-09-25,3787.31,103
2017-10-02,6270.72,237
2017-10-09,7072.76,189
2017-10-16,6738.14,170
2017-10-23,8378.16,294
2017-10-30,6379.37,189
2017-10-30,5464.86,125
2017-11-06,9032.67,285
2017-11-13,7463.85,229
2017-11-20,7777.54,148
2017-11-27,8810.75,247
2017-11-27,2963.3,85
2017-12-04,7994.66,212
2017-12-11,7614.32,232
2017-12-18,4231.39,139
2017-12-25,4474.76,146
2018-01-01,6885.43,196
2018-01-08,9074.32,236
2018-01-15,10495.42,357
2018-01-22,5429.52,179
2018-01-29,2657.46,73
2018-01-29,1709.16,48
2018-02-05,7982.23,274
2018-02-12,12594.46,357
2018-02-19,11681.68,414
2018-02-26,4258.58,131
2018-02-26,6287.14,192
2018-03-05,10851.68,293
2018-03-12,10435.14,293
2018-03-19,14692.97,332
2018-03-26,7921.72,256
2018-04-02,9158.55,248
2018-04-09,10872.78,282
2018-04-16,9607.16,291
2018-04-23,12284.3,289
2018-04-30,2047.61,77
2018-04-30,8228.41,233
2018-05-07,9371.06,272
2018-05-14,9700.4,220
2018-05-21,8624.71,262
2018-05-28,5665.22,148
2018-05-28,915.45,27
2018-06-04,6478.93,143
2018-06-11,11074.34,273
2018-06-18,10626.17,287
2018-06-25,6432.28,167
2018-07-02,7449.08,163
2018-07-09,6662.01,173
2018-07-16,7762.41,109
2018-07-23,8143.25,197
2018-07-30,2766.11,91
2018-07-30,6677.76,174
2018-08-06,7946.43,216
2018-08-13,7165.86,212
2018-08-20,10575.02,200
2018-08-27,7989.61,288
2018-08-27,1216.06,28
2018-09-03,7119.8,200
2018-09-10,9172.25,322
2018-09-17,9658.14,262
2018-09-24,8047.81,241
2018-10-01,15788.15,181
2018-10-08,7750.92,229
2018-10-15,7985.1,226
2018-10-22,14635.7,506
2018-10-29,4161.86,145
2018-10-29,4795.73,117
2018-11-05,7859.22,226
2018-11-12,7402.55,201
2018-11-19,7663.29,191
2018-11-26,8450.07,187
2018-11-26,648.98,19
2018-12-03,5767.28,183
2018-12-10,4515.88,100
2018-12-17,5087.23,141
2018-12-24,3079.94,79
2018-12-31,592.24,24
2018-12-31,4043.9,84
2019-01-07,7405.31,156
2019-01-14,7717.62,213
2019-01-21,7185.48,183
2019-01-28,4252.87,124
2019-01-28,2051.56,53
2019-02-04,11361.86,263
2019-02-11,5796.66,146
2019-02-18,4900.93,135
2019-02-25,4946.35,137
2019-02-25,4403.44,64
2019-03-04,9979.34,370
2019-03-11,8062.21,283
2019-03-18,7277.31,190
2019-03-25,7455.58,157
2019-04-01,,
2019-04-01,9520.39,202
2019-04-08,7940.44,243
2019-04-15,8350.68,286
2019-04-22,4902.95,170
2019-04-29,4042.11,125
2019-04-29,5577.3,135
2019-05-06,11408.47,233
2019-05-13,5793.16,192
2019-05-20,10674.85,217
2019-05-27,8386.71,179
2019-05-27,415.59,6
2019-06-03,7888.16,203
2019-06-10,13405.95,396
2019-06-17,5898.55,112
2019-06-24,9927.98,345
2019-07-01,7114.54,203
2019-07-08,10375.47,255
2019-07-15,7303.57,215
2019-07-22,5062.89,123
2019-07-29,3461.66,76
2019-07-29,4850.01,80
2019-08-05,9878.17,268
2019-08-12,9748.32,236
2019-08-19,13587.43,355
2019-08-26,11310.17,370
2019-09-02,10227.01,304
2019-09-09,11210.42,358
2019-09-16,8234.18,226
2019-09-23,12523.46,296
2019-09-30,2789.04,109
2019-09-30,5811.55,125
2019-10-07,8476,149
2019-10-14,22462.51,368
2019-10-21,5695.29,134
2019-10-28,5451.54,119
2019-10-28,1939,61
2019-11-04,7674.47,193
2019-11-11,6188.34,169
2019-11-18,10238.22,244
2019-11-25,7582.7,296
2019-12-02,7470.1,197
2019-12-09,9494.27,221
2019-12-16,6445.22,132
2019-12-23,8192.22,128
2019-12-30,3939.17,100
2019-12-30,6165.07,111
2020-01-06,8900.77,210
2020-01-13,7943,227
2020-01-20,10822.34,252
2020-01-27,7759.9,164
2020-01-27,171.72,3
2020-02-03,24544.82,200
2020-02-10,6267.8,124
2020-02-17,8176.51,193
2020-02-24,5666.7,141
2020-03-02,7809.64,176
2020-03-09,9343.3,216
2020-03-16,10665.93,235
2020-03-23,9060.88,302
2020-03-30,2360.97,81
2020-03-30,4778.74,116
2020-04-06,6199.55,143
2020-04-13,6790.93,175
2020-04-20,9969.13,201
2020-04-27,8379.93,211
2020-04-27,2471.33,56
2020-05-04,16378.97,313
2020-05-11,8337.03,198
2020-05-18,12569.29,306
2020-05-25,7159.36,185
2020-06-01,10535.64,201
2020-06-08,7608.68,167
2020-06-15,11306.03,350
2020-06-22,11515.38,278
2020-06-29,3985.13,112
2020-06-29,4493.48,117
2020-07-06,10814.12,254
2020-07-13,10735.22,297
2020-07-20,10667.14,296
2020-07-27,5319.51,131
2020-07-27,317.24,5
2020-08-03,8890.82,215
2020-08-10,13499.08,380
2020-08-17,8938.65,203
2020-08-24,9722.66,226
2020-08-31,3183.03,70
2020-08-31,6763.65,173
2020-09-07,10051.07,279
2020-09-14,10155.45,250
2020-09-21,9012.18,132
2020-09-28,3925.83,76
2020-09-28,6149.31,142
2020-10-05,9778.11,285
2020-10-12,10024.86,214
2020-10-19,14592.3,413
2020-10-26,7599.61,150
2020-11-02,8688.67,242
2020-11-09,18586.06,345
2020-11-16,10508.81,216
2020-11-23,7271.8,167
2020-11-30,2616.94,67
2020-11-30,6142.95,127
2020-12-07,7402.93,159
2020-12-14,10385.76,222
2020-12-21,9408.63,135
2020-12-28,18769.66,144
2021-01-04,1698.31,44
2021-01-11,6487.37,145
2021-01-18,5586.79,144
2021-01-25,7078.4,166
2021-02-01,9965.19,278
2021-02-08,10049.39,243
2021-02-15,7902.81,170
2021-02-22,681.9,6
2021-03-01,7731.64,194
2021-03-08,10773.22,272
2021-03-15,15948.97,411
2021-03-22,9587.96,269
2021-03-29,11790.29,242
2021-04-05,8135.55,142
2021-04-05,4318.26,106
2021-04-12,9157.21,193
2021-04-19,5765.24,157
2021-04-26,11750.36,315
2021-05-03,8258.23,211
2021-05-03,641.29,2
2021-05-10,6668,145
2021-05-17,8733.7,262
2021-05-24,8749.61,204
2021-05-31,14755.68,423
2021-06-07,402.48,12
2021-06-07,13062.96,347
2021-06-14,8622.81,183
2021-06-21,14240.63,363
2021-06-28,14332.71,391
2021-07-05,8503.23,202
2021-07-05,8684.58,206
2021-07-12,15838.57,280
2021-07-19,11782.36,250
2021-07-26,11885.63,212
2021-08-02,9641.98,247
2021-08-09,11777.29,216
2021-08-16,11356.3,584
2021-08-23,8818.27,244
2021-08-30,12620.9,304
2021-09-06,10172.61,301
2021-09-06,14065.44,328
2021-09-13,10048.03,304
2021-09-20,14109.42,366
2021-09-27,14499.78,458
2021-10-04,8569.41,213
2021-10-04,3442.64,111
2021-10-11,13154.75,334
2021-10-18,11558.41,287
2021-10-25,12543.05,318
2021-11-01,11471.96,302
2021-11-08,23447.8,270
2021-11-15,11930.07,324
2021-11-22,14103.04,271
2021-11-29,4633.23,130
2021-12-06,5381.37,135
2021-12-06,7268.62,166
2021-12-13,11180.79,297
2021-12-20,10524.02,231
2021-12-27,10371.33,233
2022-01-03,9417.97,258
2022-01-10,14013.28,322
2022-01-17,10957.86,265
2022-01-24,12124.05,276
2022-01-31,10681.66,266
2022-02-07,1293.04,45
2022-02-07,4413.85,114
2022-02-14,17035.77,366
2022-02-21,8455.42,150
2022-02-28,9189.41,216
2022-03-07,2888.9,84
2022-03-07,11994.74,301
2022-03-14,9881.53,231
2022-03-21,7862.39,180
2022-03-28,9495.31,207
2022-04-04,9111.34,276
2022-04-04,5704.45,104
2022-04-11,10924.8,276
2022-04-18,8301.11,165
2022-04-25,12108.76,303
2022-05-02,12293.2,224
2022-05-09,13105.08,269
2022-05-16,13586.46,304
2022-05-23,17260.61,380
2022-05-30,19665.22,379
2022-06-06,4490.75,86
2022-06-06,17150.55,377
2022-06-13,20665.85,430
2022-06-20,15844.27,310
2022-06-27,17874.4,369
2022-07-04,11170.39,221
2022-07-04,4618.85,84
2022-07-11,16826.99,411
2022-07-18,16282.64,329
2022-07-25,16894.99,355
2022-08-01,14071,407
2022-08-08,11978.57,308
2022-08-15,12404.06,288
2022-08-22,14398.89,257
2022-08-29,10892.67,193
2022-09-05,8038.32,151
2022-09-05,5552.95,98
2022-09-12,7767.55,128
2022-09-19,11580.26,186
2022-09-26,17559.6,296
2022-10-03,10469.24,185
2022-10-03,-446.98,-11
2022-10-10,11867.8,169
2022-10-17,11749.3,229
2022-10-24,11004.77,182
2022-10-31,13934.47,252
2022-11-07,3484.44,77
2022-11-07,8857.1,135
2022-11-14,11613.64,197
2022-11-21,15167.06,315
2022-11-28,11419.26,217
2022-12-05,8722.17,160
2022-12-05,3370.51,63
2022-12-12,12510,267
2022-12-19,12588.81,275
2022-12-26,5019.38,105
2023-01-02,4923.87,102
2023-01-02,6429.7,124
2023-01-09,12729.92,232
2023-01-16,16071.31,285
2023-01-23,13592.05,299
2023-01-30,3670.18,57
2023-01-30,6336.67,116
2023-02-06,9782.99,168
2023-02-13,8941.87,137
2023-02-20,11639.13,208
2023-02-27,2523.69,57
2023-02-27,4898.09,81
2023-03-06,12844.25,292
2023-03-13,10552.18,250
2023-03-20,9636.39,192
2023-03-27,9414.22,173
2023-03-27,213.91,2
2023-04-03,15050.09,321
2023-04-10,12464.96,235
2023-04-17,17443.27,325
2023-04-24,13649.56,207
2023-05-01,21747.63,444
2023-05-08,17953.96,296
2023-05-15,19690.39,376
2023-05-22,25076.11,600
2023-05-29,6160.46,154
2023-05-29,5919.74,92
2023-06-05,17288.91,371
2023-06-12,18750.61,361
2023-06-19,19639.92,388
2023-06-26,17643.94,361
2023-06-26,746.12,18
2023-07-03,7477.92,169
2023-07-10,15921.25,436
2023-07-17,25149.27,502
2023-07-24,21892.21,436
2023-07-31,3386.51,61
2023-07-31,13328.34,324
2023-08-07,17892.96,377
2023-08-14,16495.25,339
2023-08-21,23030.82,497
2023-08-28,12102.94,334
2023-08-28,6844.72,144
2023-09-04,12225.94,276
2023-09-11,16343.76,394
2023-09-18,12452.47,298
2023-09-25,13424.43,268
2023-10-02,17223.3,388
2023-10-09,14388.28,343
2023-10-16,18431.57,365
2023-10-23,12111.83,218
2023-10-30,7074.31,186
2023-10-30,16630.81,327
2023-11-06,20251.11,308
2023-11-13,16268.62,276
2023-11-20,7958.87,143
2023-11-27,16592.04,370
2023-11-27,4839.27,112
2023-12-04,18804.41,428
2023-12-11,33391.21,729
2023-12-18,10977.58,232
2023-12-25,13478.58,265
2024-01-01,11215.19,283
2024-01-08,16410.52,373
2024-01-15,9419.77,223
2024-01-22,17078.86,390
2024-01-29,9842.67,222
2024-01-29,7473.6,180
2024-02-05,21224.31,477
2024-02-12,26673.25,468
2024-02-19,24330.82,321
2024-02-26,19413.61,363
2024-02-26,6333.59,62
2024-03-04,28521.26,416
2024-03-11,29853.79,326
2024-03-18,21217.07,335
2024-03-25,25497.28,427
2024-04-01,31002.91,399
2024-04-08,22297.4,346
2024-04-15,30657.53,432
2024-04-22,35697.4,426
2024-04-29,10293.37,188
2024-04-29,15687.08,256
2024-05-06,26200.68,492
2024-05-13,24729.34,473
2024-05-20,27596.85,571
2024-05-27,18877.38,281
